Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2001","2001","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20012003","2001-2003","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2002","2002","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20022004","2002-2004","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2003","2003","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20032005","2003-2005","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2004","2004","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20042006","2004-2006","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2005","2005","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20052007","2005-2007","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2006","2006","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20062007","2006-2007","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20062008","2006-2008","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2007","2007","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20072008","2007-2008","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20072009","2007-2009","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2008","2008","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20082009","2008-2009","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20082010","2008-2010","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2009","2009","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20092010","2009-2010","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20092011","2009-2011","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2010","2010","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20102011","2010-2011","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20102012","2010-2012","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2011","2011","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20112012","2011-2012","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20112013","2011-2013","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2012","2012","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20122013","2012-2013","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20122014","2012-2014","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2013","2013","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20132014","2013-2014","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20132015","2013-2015","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2014","2014","","","","",""
"FS","Suite of Food Security Indicators","016","American Samoa","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20142015","2014-2015","","","","",""
